CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
14449,100040176202100007,202100007,2021-08-19,1492,176,1,3,1,7,10,18,2021-08-18 20:49:11,2021-08-18 21:32:11,2021-08-19 08:43:17,13.132438,77.404426,"On the date of occurrence, during the day, an incident of criminal assault was reported within the jurisdiction of Devanahalli Police Station. Preliminary inquiry has been initiated."
14450,300030108202400001,202400001,2024-01-08,986,108,3,3,11,57,6,10,2024-01-07 03:04:34,2024-01-07 03:40:34,2024-01-08 09:51:34,15.888834,74.43273,Information was received regarding non-fatal motor vehicle accident during the day in the limits of Belagavi Women Police Station. The case has been taken up for detailed inquiry.
14451,100220088202600016,202600016,2026-05-22,820,88,1,4,6,32,2,84,2026-05-21 22:08:21,2026-05-21 22:20:21,2026-05-22 19:34:21,12.521052,76.666033,Information was received regarding affray in the evening in the limits of Jayalakshmipuram Police Station. The case has been taken up for detailed inquiry.
14452,700220086202500002,202500002,2025-09-18,804,86,7,4,11,58,5,84,2025-09-18 00:59:56,2025-09-18 01:42:56,2025-09-18 08:28:14,12.250625,76.545542,"On the date of occurrence, during the day, an incident of traffic signal violation was reported within the jurisdiction of Devaraja Police Station. Preliminary inquiry has been initiated."
14453,100030108202200014,202200014,2022-02-04,986,108,1,4,6,33,3,11,2022-02-04 01:45:24,2022-02-04 01:45:24,2022-02-04 10:18:17,15.920717,74.456807,Information was received regarding public nuisance during the day in the limits of Belagavi Women Police Station. The case has been taken up for detailed inquiry.
14454,500110095202400003,202400003,2024-11-18,878,95,5,1,1,1,8,41,2024-11-18 02:22:03,2024-11-18 02:40:03,2024-11-18 19:21:30,12.988985,74.666478,The complainant reported an act of murder occurring in the evening in the area covered by Mangaluru South Police Station. Investigation is in progress to identify those responsible.
14455,100030105202300024,202300024,2023-07-06,964,105,1,3,9,48,6,11,2023-07-05 08:38:31,2023-07-05 08:44:31,2023-07-06 21:52:28,15.902121,74.69904,Information was received regarding cyberbullying late at night in the limits of Tilakwadi Police Station. The case has been taken up for detailed inquiry.
14456,700270173202100001,202100001,2021-10-23,1470,173,7,2,4,24,3,103,2021-10-22 23:34:51,2021-10-23 00:04:51,2021-10-23 07:37:25,13.512927,74.969208,The complainant reported an act of child labour violation occurring during the day in the area covered by Udupi Women Police Station. Investigation is in progress to identify those responsible.
14457,100260132202300015,202300015,2023-09-23,1173,132,1,3,6,31,6,98,2023-09-21 14:14:50,2023-09-21 14:37:50,2023-09-23 12:57:52,13.48313,77.269463,Information was received regarding unlawful assembly during the day in the limits of Tumakuru Women Police Station. The case has been taken up for detailed inquiry.
14458,100050073202300027,202300027,2023-09-13,691,73,1,2,11,56,6,20,2023-09-11 19:17:10,2023-09-11 19:36:10,2023-09-13 10:44:34,12.945836,77.452129,"On the date of occurrence, during the day, an incident of fatal motor vehicle accident was reported within the jurisdiction of Indiranagar Police Station. Preliminary inquiry has been initiated."
14459,100110097202200075,202200075,2022-04-05,899,97,1,3,6,30,1,41,2022-04-05 13:18:40,2022-04-05 13:40:40,2022-04-05 18:42:34,13.064084,74.657938,Information was received regarding rioting in the evening in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
14460,100050076202300025,202300025,2023-10-14,719,76,1,4,6,33,6,19,2023-10-13 23:01:40,2023-10-13 23:04:40,2023-10-14 04:07:22,12.931708,77.690278,Information was received regarding public nuisance in the early morning in the limits of Whitefield Police Station. The case has been taken up for detailed inquiry.
14461,100050078202100008,202100008,2021-10-23,740,78,1,2,12,61,3,20,2021-10-21 11:34:57,2021-10-21 11:54:57,2021-10-23 03:39:16,12.949529,77.562647,The complainant reported an act of arms act violation occurring in the early morning in the area covered by Rajajinagar Police Station. Investigation is in progress to identify those responsible.
14462,400050084202600003,202600003,2026-03-30,790,84,4,2,3,18,1,23,2026-03-29 21:14:41,2026-03-29 21:42:41,2026-03-30 17:22:54,13.160787,77.630147,Information was received regarding cruelty by husband/relatives in the evening in the limits of Bengaluru City Women Police Station. The case has been taken up for detailed inquiry.
14463,100210153202400011,202400011,2024-06-25,1328,153,1,1,3,15,8,81,2024-06-23 22:54:15,2024-06-23 23:13:15,2024-06-25 01:01:50,12.384528,77.004171,The complainant reported an act of rape occurring late at night in the area covered by Mandya Women Police Station. Investigation is in progress to identify those responsible.
14464,100110101202200029,202200029,2022-10-20,930,101,1,3,9,46,6,42,2022-10-19 22:31:48,2022-10-19 22:40:48,2022-10-19 22:46:52,12.793015,74.949583,"A case of social media impersonation came to notice late at night, and the matter was registered at Dakshina Kannada CEN Crime Police Station for further investigation as per procedure."
14465,300050076202400002,202400002,2024-12-23,713,76,3,2,2,10,10,19,2024-12-22 03:31:38,2024-12-24 00:30:31,2024-12-23 05:07:15,12.901427,77.67525,"A case of robbery came to notice in the early morning, and the matter was registered at Whitefield Police Station for further investigation as per procedure."
14466,100130125202400021,202400021,2024-02-03,1113,125,1,3,2,8,2,51,2024-02-03 11:10:14,2024-02-04 08:55:55,2024-02-03 20:40:17,15.379808,75.163246,"A case of theft came to notice in the evening, and the matter was registered at Dharwad CEN Crime Police Station for further investigation as per procedure."
14467,60160202400002,202400002,2024-11-10,1382,160,0,3,11,57,10,27,2024-11-09 04:08:04,2024-11-09 04:50:04,2024-11-10 18:51:12,18.1205,77.476614,Information was received regarding non-fatal motor vehicle accident in the evening in the limits of Humnabad Police Station. The case has been taken up for detailed inquiry.
14468,100030105202400044,202400044,2024-09-24,966,105,1,3,12,59,3,10,2024-09-23 20:19:57,2024-09-23 21:03:57,2024-09-24 01:08:27,15.94257,74.682565,Information was received regarding karnataka excise act violation late at night in the limits of Tilakwadi Police Station. The case has been taken up for detailed inquiry.
14469,700050074202400001,202400001,2024-08-15,697,74,7,4,6,32,6,21,2024-08-15 14:02:14,2024-08-15 14:12:14,2024-08-15 19:13:34,12.827387,77.505305,The complainant reported an act of affray occurring in the evening in the area covered by Koramangala Police Station. Investigation is in progress to identify those responsible.
14470,400110098202400002,202400002,2024-08-02,911,98,4,1,1,1,4,41,2024-07-31 20:36:28,2024-07-31 21:16:28,2024-08-02 09:39:02,12.877275,74.674418,"A case of murder came to notice during the day, and the matter was registered at Bantwal Rural Police Station for further investigation as per procedure."
14471,300110097202100006,202100006,2021-08-17,903,97,3,3,9,48,6,40,2021-08-17 10:08:47,2021-08-17 10:43:47,2021-08-17 19:36:43,13.057036,74.6662,Information was received regarding cyberbullying late at night in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
14472,100050085202400023,202400023,2024-04-11,798,85,1,3,12,59,3,21,2024-04-11 19:54:05,2024-04-11 20:09:05,2024-04-11 20:43:42,13.07883,77.577306,"On the date of occurrence, in the evening, an incident of karnataka excise act violation was reported within the jurisdiction of Bengaluru City CEN Crime Police Station. Preliminary inquiry has been initiated."
14473,300150149202200002,202200002,2022-05-22,1298,149,3,4,11,58,6,58,2022-05-20 22:28:25,2022-05-20 22:58:25,2022-05-22 06:51:06,13.022471,75.8945,Information was received regarding traffic signal violation during the day in the limits of Hassan Women Police Station. The case has been taken up for detailed inquiry.
14474,400050076202200003,202200003,2022-07-08,719,76,4,3,9,44,3,20,2022-07-07 07:37:48,2022-07-07 07:47:48,2022-07-08 17:34:55,12.935536,77.662696,The complainant reported an act of cyberstalking occurring in the evening in the area covered by Whitefield Police Station. Investigation is in progress to identify those responsible.
14475,100050081202300024,202300024,2023-03-13,773,81,1,4,12,63,6,19,2023-03-12 04:04:50,2023-03-12 04:07:50,2023-03-13 16:31:40,12.91952,77.688123,"A case of anti-ragging violation came to notice in the evening, and the matter was registered at Electronic City Police Station for further investigation as per procedure."
14476,400050074202500004,202500004,2025-05-05,697,74,4,1,3,15,7,23,2025-05-04 04:46:07,2025-05-04 04:59:07,2025-05-05 07:14:29,12.818114,77.477603,"On the date of occurrence, in the early morning, an incident of rape was reported within the jurisdiction of Koramangala Police Station. Preliminary inquiry has been initiated."
14477,400110094202300003,202300003,2023-03-07,870,94,4,1,1,6,1,41,2023-03-05 22:26:24,2023-03-05 23:08:24,2023-03-07 19:29:43,13.124128,75.068719,Information was received regarding kidnapping & abduction in the evening in the limits of Mangaluru North Police Station. The case has been taken up for detailed inquiry.
14478,100050075202200017,202200017,2022-10-06,703,75,1,2,2,10,9,21,2022-10-05 14:41:14,2022-10-05 14:46:14,2022-10-06 19:38:35,13.098893,77.465856,"On the date of occurrence, in the evening, an incident of robbery was reported within the jurisdiction of Jayanagar Police Station. Preliminary inquiry has been initiated."
14479,100130120202500033,202500033,2025-12-15,1077,120,1,1,2,11,6,50,2025-12-15 16:01:58,2025-12-18 03:17:17,2025-12-15 16:33:12,15.388449,74.83639,"A case of dacoity came to notice in the evening, and the matter was registered at Dharwad Rural Police Station for further investigation as per procedure."
14480,100150146202600002,202600002,2026-07-11,1269,146,1,3,10,51,1,58,2026-07-10 11:43:03,2026-07-10 11:47:03,2026-07-11 17:06:11,13.162129,75.98754,The complainant reported an act of cultivation of narcotic plants occurring in the evening in the area covered by Hassan Town Police Station. Investigation is in progress to identify those responsible.
14481,200030102202500001,202500001,2025-02-09,940,102,2,3,2,14,8,10,2025-02-09 18:47:14,2025-02-10 13:38:33,2025-02-09 19:10:58,15.642264,74.374211,"A case of mischief / criminal damage came to notice in the evening, and the matter was registered at Belagavi Camp Police Station for further investigation as per procedure."
14482,100140185202400003,202400003,2024-01-20,1564,185,1,2,11,56,3,56,2024-01-20 11:53:11,2024-01-20 12:25:11,2024-01-20 21:25:09,15.360407,75.534266,"On the date of occurrence, late at night, an incident of fatal motor vehicle accident was reported within the jurisdiction of Gadag Rural Police Station. Preliminary inquiry has been initiated."
14483,100170110202300049,202300049,2023-03-20,999,110,1,3,3,19,6,65,2023-02-25 05:13:36,2023-02-25 05:37:36,2023-03-20 16:54:23,17.187102,76.685562,"A case of sexual harassment came to notice in the evening, and the matter was registered at Kalaburagi Market Police Station for further investigation as per procedure."
14484,100040176202100008,202100008,2021-10-21,1495,176,1,3,3,19,6,18,2021-10-19 21:32:37,2021-10-19 22:07:37,2021-10-21 09:47:40,13.136236,77.424649,"A case of sexual harassment came to notice during the day, and the matter was registered at Devanahalli Police Station for further investigation as per procedure."
14485,100260130202400037,202400037,2024-04-14,1163,130,1,2,2,8,6,97,2024-04-01 15:15:27,2024-04-01 15:22:27,2024-04-14 21:53:30,13.333181,77.328159,"On the date of occurrence, late at night, an incident of theft was reported within the jurisdiction of Madhugiri Police Station. Preliminary inquiry has been initiated."
14486,400260131202300001,202300001,2023-10-09,1168,131,4,2,11,54,6,99,2023-10-08 04:40:35,2023-10-08 04:44:35,2023-10-09 20:30:45,13.244785,77.108481,"On the date of occurrence, late at night, an incident of drunken driving was reported within the jurisdiction of Tumakuru Traffic Police Station. Preliminary inquiry has been initiated."
14487,100160186202200006,202200006,2022-09-07,1574,186,1,1,3,17,6,61,2022-09-05 06:18:40,2022-09-05 06:47:40,2022-09-07 03:54:24,14.910643,75.237074,The complainant reported an act of dowry death occurring in the early morning in the area covered by Haveri Town Police Station. Investigation is in progress to identify those responsible.
14488,200130125202200002,202200002,2022-02-14,1116,125,2,3,9,44,8,51,2022-02-12 11:24:48,2022-02-12 11:44:48,2022-02-14 02:26:42,15.367724,75.174906,"A case of cyberstalking came to notice late at night, and the matter was registered at Dharwad CEN Crime Police Station for further investigation as per procedure."
14489,100110097202300097,202300097,2023-11-16,900,97,1,3,10,51,4,42,2023-11-16 02:02:45,2023-11-16 02:14:45,2023-11-16 12:32:54,13.071447,74.69441,Information was received regarding cultivation of narcotic plants during the day in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
14490,100220093202100022,202100022,2021-04-25,863,93,1,3,2,9,2,82,2021-04-24 09:27:46,2021-04-26 16:26:44,2021-04-25 18:50:46,12.426343,76.673303,"On the date of occurrence, in the evening, an incident of house-breaking / burglary was reported within the jurisdiction of Mysuru CEN Crime Police Station. Preliminary inquiry has been initiated."
14491,100050085202200028,202200028,2022-05-19,798,85,1,2,11,56,6,21,2022-05-19 02:13:23,2022-05-19 02:47:23,2022-05-19 09:09:37,13.091171,77.59511,"On the date of occurrence, during the day, an incident of fatal motor vehicle accident was reported within the jurisdiction of Bengaluru City CEN Crime Police Station. Preliminary inquiry has been initiated."
14492,100220086202100016,202100016,2021-08-28,804,86,1,3,11,57,8,82,2021-08-28 10:10:49,2021-08-28 10:25:49,2021-08-28 14:54:05,12.248094,76.520344,"On the date of occurrence, in the evening, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Devaraja Police Station. Preliminary inquiry has been initiated."
14493,100170110202300050,202300050,2023-05-24,997,110,1,3,11,55,4,66,2023-05-23 04:31:38,2023-05-23 05:05:38,2023-05-24 10:02:39,17.18406,76.703891,Information was received regarding hit and run during the day in the limits of Kalaburagi Market Police Station. The case has been taken up for detailed inquiry.
14494,100030109202200019,202200019,2022-04-12,992,109,1,3,2,8,7,12,2022-04-11 01:06:51,2022-04-13 02:30:05,2022-04-12 01:37:26,15.668783,74.329558,Information was received regarding theft late at night in the limits of Belagavi CEN Crime Police Station. The case has been taken up for detailed inquiry.
14495,100040176202100009,202100009,2021-12-30,1495,176,1,3,3,19,6,17,2021-12-29 22:14:45,2021-12-29 22:28:45,2021-12-30 02:47:13,13.143793,77.414446,Information was received regarding sexual harassment in the early morning in the limits of Devanahalli Police Station. The case has been taken up for detailed inquiry.
14496,200050076202600002,202600002,2026-02-18,719,76,2,2,2,14,2,20,2026-02-16 04:09:07,2026-02-16 04:32:07,2026-02-17 22:19:56,12.932317,77.655905,Information was received regarding mischief / criminal damage late at night in the limits of Whitefield Police Station. The case has been taken up for detailed inquiry.
14497,100030106202100035,202100035,2021-04-06,978,106,1,3,2,13,6,10,2021-04-05 05:48:53,2021-04-05 06:25:53,2021-04-06 11:21:31,15.668758,74.641794,"On the date of occurrence, during the day, an incident of cheating (property) was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
14498,100220088202300024,202300024,2023-11-30,820,88,1,2,1,4,7,82,2023-11-27 00:15:01,2023-11-27 00:30:01,2023-11-30 15:01:01,12.508026,76.643117,The complainant reported an act of grievous hurt occurring in the evening in the area covered by Jayalakshmipuram Police Station. Investigation is in progress to identify those responsible.
14499,100170114202300011,202300011,2023-11-27,1041,114,1,2,2,10,4,65,2023-11-26 21:41:06,2023-11-26 22:16:06,2023-11-27 22:03:33,17.153906,76.984956,"On the date of occurrence, late at night, an incident of robbery was reported within the jurisdiction of Jewargi Police Station. Preliminary inquiry has been initiated."
14500,400130125202400002,202400002,2024-05-29,1113,125,4,3,9,47,2,49,2024-05-29 13:32:31,2024-05-29 13:44:31,2024-05-29 14:56:32,15.369835,75.168405,"On the date of occurrence, during the day, an incident of otp / upi fraud was reported within the jurisdiction of Dharwad CEN Crime Police Station. Preliminary inquiry has been initiated."
14501,100110096202300061,202300061,2023-09-03,897,96,1,3,12,59,6,40,2023-09-03 10:20:51,2023-09-03 11:04:51,2023-09-03 22:37:29,12.706128,74.844179,"On the date of occurrence, late at night, an incident of karnataka excise act violation was reported within the jurisdiction of Mangaluru East Police Station. Preliminary inquiry has been initiated."
14502,300150149202600004,202600004,2026-05-24,1297,149,3,2,11,56,1,59,2026-05-23 01:19:04,2026-05-23 01:39:04,2026-05-24 06:12:23,13.030583,75.872251,"A case of fatal motor vehicle accident came to notice in the early morning, and the matter was registered at Hassan Women Police Station for further investigation as per procedure."
14503,100110097202200076,202200076,2022-02-24,907,97,1,1,2,11,7,41,2022-02-24 21:18:17,2022-02-24 21:31:17,2022-02-24 21:55:28,13.075375,74.663152,"On the date of occurrence, late at night, an incident of dacoity was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
14504,400170115202500002,202500002,2025-05-16,1043,115,4,2,11,54,6,64,2025-05-15 11:22:16,2025-05-15 12:00:16,2025-05-16 22:50:45,17.184157,76.649287,"A case of drunken driving came to notice late at night, and the matter was registered at Kalaburagi Traffic Police Station for further investigation as per procedure."
14505,100050080202100017,202100017,2021-08-23,762,80,1,3,3,20,4,23,2021-08-22 19:32:51,2021-08-22 19:45:51,2021-08-23 18:19:39,13.131238,77.533172,The complainant reported an act of domestic violence occurring in the evening in the area covered by Malleshwaram Police Station. Investigation is in progress to identify those responsible.
14506,100220093202300033,202300033,2023-05-27,864,93,1,2,8,41,8,84,2023-05-27 10:28:22,2023-05-27 10:56:22,2023-05-27 14:30:19,12.406596,76.664056,"On the date of occurrence, during the day, an incident of money laundering was reported within the jurisdiction of Mysuru CEN Crime Police Station. Preliminary inquiry has been initiated."
14507,100110096202500072,202500072,2025-07-07,890,96,1,2,2,10,7,42,2025-07-05 20:42:15,2025-07-05 21:17:15,2025-07-06 23:57:17,12.696179,74.826448,"A case of robbery came to notice late at night, and the matter was registered at Mangaluru East Police Station for further investigation as per procedure."
14508,200050084202500008,202500008,2025-01-02,790,84,2,2,12,59,3,19,2025-01-02 00:21:26,2025-01-02 00:52:26,2025-01-02 13:46:28,13.174289,77.593693,"On the date of occurrence, during the day, an incident of karnataka excise act violation was reported within the jurisdiction of Bengaluru City Women Police Station. Preliminary inquiry has been initiated."
14509,100130118202600016,202600016,2026-01-10,1063,118,1,1,1,1,6,50,2026-01-10 07:52:22,2026-01-10 08:05:22,2026-01-10 08:35:56,15.4073,75.171235,Information was received regarding murder during the day in the limits of Hubballi Old City Police Station. The case has been taken up for detailed inquiry.
14510,200150148202600001,202600001,2026-05-11,1294,148,2,3,9,48,2,58,2026-05-10 21:03:23,2026-05-10 21:41:23,2026-05-11 15:46:23,12.956585,75.938766,"A case of cyberbullying came to notice in the evening, and the matter was registered at Arsikere Police Station for further investigation as per procedure."
14511,300220089202100003,202100003,2021-08-20,832,89,3,2,8,40,3,83,2021-08-19 18:37:19,2021-08-22 13:21:51,2021-08-20 07:45:54,12.28363,76.811445,The complainant reported an act of forgery occurring during the day in the area covered by Krishnaraja Police Station. Investigation is in progress to identify those responsible.
14512,900130118202300002,202300002,2023-11-07,1060,118,9,3,12,59,7,50,2023-11-07 11:10:24,2023-11-07 11:44:24,2023-11-07 12:45:44,15.409157,75.16719,The complainant reported an act of karnataka excise act violation occurring during the day in the area covered by Hubballi Old City Police Station. Investigation is in progress to identify those responsible.
14513,100170112202500014,202500014,2025-10-01,1017,112,1,3,2,12,2,66,2025-10-01 12:59:29,2025-10-02 16:46:23,2025-10-01 21:52:04,17.357346,76.94831,"On the date of occurrence, late at night, an incident of criminal breach of trust was reported within the jurisdiction of Brahmapur Police Station. Preliminary inquiry has been initiated."
14514,100220092202500063,202500063,2025-09-03,857,92,1,3,9,47,4,84,2025-09-02 18:39:16,2025-09-02 18:55:16,2025-09-03 09:27:48,12.479824,76.471845,The complainant reported an act of otp / upi fraud occurring during the day in the area covered by Mysuru Women Police Station. Investigation is in progress to identify those responsible.
14515,100050078202200018,202200018,2022-03-22,744,78,1,4,6,33,8,21,2022-03-20 10:26:25,2022-03-20 10:35:25,2022-03-22 03:45:15,12.975853,77.557877,Information was received regarding public nuisance late at night in the limits of Rajajinagar Police Station. The case has been taken up for detailed inquiry.
14516,100170115202100007,202100007,2021-01-16,1046,115,1,2,4,25,7,64,2021-01-15 01:29:56,2021-01-15 01:30:56,2021-01-15 22:33:21,17.206257,76.617112,"A case of missing child came to notice late at night, and the matter was registered at Kalaburagi Traffic Police Station for further investigation as per procedure."
14517,200050084202500009,202500009,2025-09-26,790,84,2,3,3,19,2,23,2025-09-24 12:09:03,2025-09-24 12:09:03,2025-09-26 06:36:37,13.168647,77.584507,The complainant reported an act of sexual harassment occurring in the early morning in the area covered by Bengaluru City Women Police Station. Investigation is in progress to identify those responsible.
14518,100100168202300002,202300002,2023-01-10,1434,168,1,3,12,61,7,37,2023-01-10 00:54:14,2023-01-10 01:20:14,2023-01-10 07:37:27,14.356638,76.47792,"On the date of occurrence, in the early morning, an incident of arms act violation was reported within the jurisdiction of Hiriyur Police Station. Preliminary inquiry has been initiated."
14519,400110100202400001,202400001,2024-06-24,926,100,4,3,11,55,2,40,2024-06-23 17:47:42,2024-06-23 18:12:42,2024-06-24 22:31:26,12.849832,74.864127,Information was received regarding hit and run late at night in the limits of Dakshina Kannada Women Police Station. The case has been taken up for detailed inquiry.
14520,100050074202500029,202500029,2025-08-15,697,74,1,3,2,14,6,19,2025-08-15 07:00:09,2025-08-15 07:09:09,2025-08-15 18:25:34,12.840069,77.467758,Information was received regarding mischief / criminal damage in the evening in the limits of Koramangala Police Station. The case has been taken up for detailed inquiry.
14521,100110098202200021,202200021,2022-06-26,911,98,1,3,8,38,3,41,2022-06-25 06:46:26,2022-06-25 06:47:26,2022-06-26 14:26:45,12.874252,74.691289,"A case of financial cheating & fraud came to notice during the day, and the matter was registered at Bantwal Rural Police Station for further investigation as per procedure."
14522,100220086202300024,202300024,2023-08-18,808,86,1,2,8,41,3,84,2023-08-18 12:36:29,2023-08-19 19:04:25,2023-08-18 19:42:13,12.253792,76.535017,Information was received regarding money laundering in the evening in the limits of Devaraja Police Station. The case has been taken up for detailed inquiry.
14523,100020134202500018,202500018,2025-01-13,1184,134,1,4,11,58,3,6,2025-01-13 18:29:46,2025-01-13 19:08:46,2025-01-13 19:03:34,15.33414,76.817136,Information was received regarding traffic signal violation in the evening in the limits of Ballari Town Police Station. The case has been taken up for detailed inquiry.
14524,200270170202400004,202400004,2024-08-28,1452,170,2,2,11,54,8,105,2024-08-27 17:48:28,2024-08-27 18:19:28,2024-08-28 22:38:07,13.195092,74.621008,"On the date of occurrence, late at night, an incident of drunken driving was reported within the jurisdiction of Udupi Town Police Station. Preliminary inquiry has been initiated."
14525,100110095202200029,202200029,2022-07-19,878,95,1,3,9,48,9,40,2022-07-17 10:48:18,2022-07-17 10:58:18,2022-07-19 04:26:35,12.986936,74.644936,The complainant reported an act of cyberbullying occurring in the early morning in the area covered by Mangaluru South Police Station. Investigation is in progress to identify those responsible.
14526,100220092202600030,202600030,2026-01-06,857,92,1,2,11,56,6,83,2026-01-05 09:36:15,2026-01-05 09:52:15,2026-01-06 07:13:42,12.469107,76.494737,The complainant reported an act of fatal motor vehicle accident occurring during the day in the area covered by Mysuru Women Police Station. Investigation is in progress to identify those responsible.
14527,100110100202500020,202500020,2025-10-18,928,100,1,1,2,11,5,42,2025-10-17 09:31:22,2025-10-17 09:56:22,2025-10-17 21:59:43,12.834433,74.859342,Information was received regarding dacoity late at night in the limits of Dakshina Kannada Women Police Station. The case has been taken up for detailed inquiry.
14528,100050073202100017,202100017,2021-09-25,685,73,1,2,2,8,6,20,2021-09-24 07:03:30,2021-09-24 07:40:30,2021-09-25 13:14:33,12.951084,77.475886,"A case of theft came to notice during the day, and the matter was registered at Indiranagar Police Station for further investigation as per procedure."
14529,500050082202600001,202600001,2026-02-22,779,82,5,4,12,63,2,19,2026-02-20 17:28:38,2026-02-20 17:42:38,2026-02-22 09:20:05,12.814249,77.663811,The complainant reported an act of anti-ragging violation occurring during the day in the area covered by HSR Layout Police Station. Investigation is in progress to identify those responsible.
14530,100120141202100019,202100019,2021-09-15,1233,141,1,3,2,9,2,47,2021-09-15 10:10:27,2021-09-15 10:10:27,2021-09-15 19:10:51,14.367795,76.011073,"A case of house-breaking / burglary came to notice late at night, and the matter was registered at Davanagere Women Police Station for further investigation as per procedure."
14531,100260132202200018,202200018,2022-07-06,1173,132,1,2,11,56,8,98,2022-07-06 13:11:08,2022-07-06 13:28:08,2022-07-06 15:46:44,13.520402,77.277209,"A case of fatal motor vehicle accident came to notice in the evening, and the matter was registered at Tumakuru Women Police Station for further investigation as per procedure."
14532,100150149202500018,202500018,2025-07-23,1298,149,1,2,2,8,2,60,2025-07-23 08:49:58,2025-07-26 01:10:26,2025-07-23 21:13:41,13.048678,75.883834,"On the date of occurrence, late at night, an incident of theft was reported within the jurisdiction of Hassan Women Police Station. Preliminary inquiry has been initiated."
14533,500290157202600001,202600001,2026-01-15,1361,157,5,2,11,56,7,109,2026-01-15 02:19:31,2026-01-15 03:00:31,2026-01-15 03:16:17,16.974488,75.583298,Information was received regarding fatal motor vehicle accident in the early morning in the limits of Vijayapura Women Police Station. The case has been taken up for detailed inquiry.
14534,100030108202400022,202400022,2024-04-04,986,108,1,3,6,30,6,12,2024-04-03 09:01:53,2024-04-03 09:30:53,2024-04-04 19:27:57,15.899497,74.447543,Information was received regarding rioting late at night in the limits of Belagavi Women Police Station. The case has been taken up for detailed inquiry.
14535,200260126202100003,202100003,2021-11-08,1124,126,2,2,3,16,6,101,2021-11-08 02:26:14,2021-11-08 03:04:14,2021-11-08 20:25:19,13.422446,76.992239,"A case of outraging modesty of woman came to notice late at night, and the matter was registered at Tumakuru City Police Station for further investigation as per procedure."
14536,100290157202500011,202500011,2025-04-03,1361,157,1,2,11,54,5,110,2025-04-03 12:07:06,2025-04-03 12:08:06,2025-04-03 15:34:10,16.964243,75.576184,Information was received regarding drunken driving in the evening in the limits of Vijayapura Women Police Station. The case has been taken up for detailed inquiry.
14537,100200192202500002,202500002,2025-01-17,1634,192,1,1,3,17,3,78,2025-01-17 05:37:06,2025-01-17 06:09:06,2025-01-17 05:47:54,15.389923,76.244265,"On the date of occurrence, in the early morning, an incident of dowry death was reported within the jurisdiction of Koppal Town Police Station. Preliminary inquiry has been initiated."
14538,300080180202400001,202400001,2024-11-28,1524,180,3,3,8,39,5,32,2024-11-28 01:41:48,2024-11-28 01:46:48,2024-11-28 16:11:06,13.528141,77.748109,"A case of criminal breach of trust (financial) came to notice in the evening, and the matter was registered at Chikballapur Town Police Station for further investigation as per procedure."
14539,100010174202100002,202100002,2021-11-15,1477,174,1,3,11,55,8,2,2021-11-14 10:45:00,2021-11-14 10:56:00,2021-11-15 10:17:34,16.186099,75.868279,Information was received regarding hit and run during the day in the limits of Bagalkot Town Police Station. The case has been taken up for detailed inquiry.
14540,100130123202500033,202500033,2025-08-28,1106,123,1,2,2,9,5,49,2025-08-27 05:50:33,2025-08-27 06:17:33,2025-08-28 18:06:39,15.429235,74.915133,The complainant reported an act of house-breaking / burglary occurring in the evening in the area covered by Dharwad Traffic Police Station. Investigation is in progress to identify those responsible.
14541,100250143202500030,202500030,2025-09-21,1250,143,1,3,12,59,2,95,2025-09-21 18:06:01,2025-09-21 18:21:01,2025-09-21 18:54:55,13.789368,75.641528,"On the date of occurrence, in the evening, an incident of karnataka excise act violation was reported within the jurisdiction of Shivamogga Rural Police Station. Preliminary inquiry has been initiated."
14542,100260128202400041,202400041,2024-05-17,1142,128,1,2,2,8,8,97,2024-05-16 07:51:40,2024-05-16 08:17:40,2024-05-17 04:12:24,13.23097,77.047372,Information was received regarding theft late at night in the limits of Sira Police Station. The case has been taken up for detailed inquiry.
14543,100220093202500042,202500042,2025-12-31,863,93,1,3,9,47,6,82,2025-12-30 00:00:32,2025-12-30 00:40:32,2025-12-31 12:20:33,12.413245,76.688082,Information was received regarding otp / upi fraud during the day in the limits of Mysuru CEN Crime Police Station. The case has been taken up for detailed inquiry.
14544,500230165202500001,202500001,2025-12-15,1414,165,5,3,2,9,8,88,2025-12-07 04:39:01,2025-12-09 23:36:41,2025-12-15 19:10:53,16.160621,77.229148,Information was received regarding house-breaking / burglary in the evening in the limits of Raichur Women Police Station. The case has been taken up for detailed inquiry.
14545,400050076202400002,202400002,2024-01-30,719,76,4,1,1,6,8,20,2024-01-29 05:40:07,2024-01-29 06:20:07,2024-01-30 11:01:24,12.915857,77.692678,"A case of kidnapping & abduction came to notice during the day, and the matter was registered at Whitefield Police Station for further investigation as per procedure."
